hs_code,대분류 선택                                           
8475,전기램프나전자램프ㆍ튜브ㆍ밸브ㆍ플래시벌브(flashbulb)(외피를유리로만든것으로한정한다)의조립기계와유리나유리제품의제조용이나열간(熱間)가공용기계
8476,물품의자동판매기(예:우표ㆍ담배ㆍ식품ㆍ음료의자동판매기)와화폐교환기
8477,고무나플라스틱을가공하거나이들재료로제품을제조하는기계(이류에따로분류되지않은것으로한정한다)
8479,이류에따로분류되지않은기계류(고유의기능을가진것으로한정한다)
8480,"금속주조용주형틀,주형베이스,주형제조용모형,금속[잉곳(ingot)용은제외한다]ㆍ금속탄화물ㆍ유리ㆍ광물성물질ㆍ고무ㆍ플라스틱성형용주형"
8481,파이프ㆍ보일러동체ㆍ탱크ㆍ통이나이와유사한물품에사용하는탭ㆍ코크ㆍ밸브와이와유사한장치(감압밸브와온도제어식밸브를포함한다)
8482,볼베어링(ballbearing)이나롤러베어링(rollerbearing)
8483,"전동축[캠샤프트(camshaft)와크랭크샤프트(crankshaft)를포함한다],크랭크(crank),베어링하우징(bearinghousing)과플레인샤프트베어링(plainshaftbearing),기어(gear)와기어링(gearing),볼이나롤러스크루(rollerscrew),기어박스(gearbox),그밖의변속기[토크컨버터(torqueconverter)를포함한다],플라이휠(flywheel)과풀리(pulley)[풀리블록(pulleyblock)을포함한다],클러치(clutch)와샤프트커플링(shaftcoupling)[유니버설조인트(universaljoint)를포함한다]"
8484,"개스킷(gasket)과이와유사한조인트(금속외의재료와결합한금속판으로만든것이나금속을두개이상적층한것으로한정한다),재질이다른것을세트로하거나소포장한개스킷(gasket)과이와유사한조인트(작은주머니와봉투에넣은것이나이와유사한포장을한것으로한정한다),메커니컬실(mechanicalseal)"
8486,"반도체보울(boule)이나웨이퍼(wafer)ㆍ반도체디바이스ㆍ전자집적회로ㆍ평판디스플레이의제조에전용되거나주로사용되는기계와기기,이류의주제9호다목에서특정한기계와기기,그부분품과부속품"
8487,"기계류의부분품(접속자ㆍ절연체ㆍ코일ㆍ접촉자와그밖의전기용품을포함하지않으며,이류에따로분류되지않은것으로한정한다)"
8501,전동기와발전기(발전세트는제외한다)
8502,발전세트와회전변환기
8503,전동기 .발전기 .발전세트 .회전변환기의  부분품
8504,변압기ㆍ정지형변환기(예:정류기)와유도자
8505,"전자석,영구자석과자화(磁化)한후영구자석으로사용되는물품,전자석이나영구자석식척(chuck)ㆍ클램프와이와유사한가공물홀더,전자석커플링(coupling)ㆍ클러치와브레이크,전자석리프팅헤드(liftinghead)"
8506,일차전지
8507,"축전지(격리판을포함하며,직사각형이나정사각형인지에상관없다)"
8508,진공청소기
8509,"가정용전기기기(전동기를갖춘것으로한정하며,제8508호의진공청소기는제외한다)"
8510,면도기ㆍ이발기ㆍ모발제거기[전동기를갖춘것으로한정한다]
8511,"불꽃점화식이나압축점화식내연기관의점화용ㆍ시동용전기기기(예:점화용자석발전기ㆍ자석발전기ㆍ점화코일ㆍ점화플러그ㆍ예열플러그ㆍ시동전동기),내연기관에부속되는발전기(예:직류발전기ㆍ교류발전기)와개폐기"
8512,전기식 조명용이나 신호용 기구(제8539호의 물품은 제외한다.)ㆍ윈드스크린와이퍼(windscreen wiper)ㆍ제상기(defroster)ㆍ제무기(demister)(자전거용이나 자동차용으로 한정한다)
8513,"휴대용 전등(건전지ㆍ축전지ㆍ자석발전기와 같은 자체 전원기능을 갖춘것으로 한정하며, 제8512호의 조명기구는 제외한다)"
8514,공업용이나실험실용전기식노(爐)와오븐[전자유도식이나유전손실(dielectricloss)식을포함한다]과그밖의공업용이나실험실용의전자유도식이나유전손실(dielectricloss)식가열기
8515,"전기식(전기발열에따른가스식을포함한다)ㆍ레이저나그밖의광선식ㆍ광자빔식ㆍ초음파식ㆍ전자빔식ㆍ자기펄스(magneticpulse)식ㆍ플라즈마아크(plasmaarc)식납땜용이나용접용기기(절단기능이있는지에상관없다),금속이나서멧(cermet)의가열분사용전기식기기"
8516,"전기식의 즉시식ㆍ저장식 물가열기와투입식 가열기, 난방기기와 토양가열기, 전기가열식 이용기기[예: 헤어드라이어ㆍ헤어컬러(hair curler)ㆍ컬링통히터(curling tong heater)], 손 건조기, 전기다리미, 그 밖의 가정용 전열기기, 전열용 저항체(제8545호의 것은 제외한다)"
8517,"전화기(셀룰러통신망이나그밖의무선통신망용전화기를포함한다)와음성ㆍ영상이나그밖의자료의송신용ㆍ수신용그밖의기기(근거리통신망이나원거리통신망과같은유선ㆍ무선통신망에서통신하기위한기기를포함하며,제8443호ㆍ제8525호ㆍ제8527호ㆍ제8528호의송신용ㆍ수신용기기는제외한다)"
8518,"마이크로폰과그스탠드,확성기[인클로저(enclosure)에장착된것인지에상관없다],헤드폰과이어폰(마이크로폰이부착된것인지에상관없다),마이크로폰과한개이상의확성기로구성된세트,가청주파증폭기,음향증폭세트"
8519,음성녹음용이나재생용기기
8521,영상기록용이나재생용기기(비디오튜너를결합한것인지에상관없다)
8522,제8519호나제8521호의기기에전용되거나주로사용되는부분품과부속품
8523,"디스크ㆍ테이프ㆍ솔리드 스테이트(solid-state)의 비휘발성 기억장치ㆍ스마트카드와 음성이나 그 밖의 현상의 기록용 기타 매체[기록된 것인지에 상관없으며 디스크 제조용 매트릭스(matrices)와 마스터(master)를 포함하되, 제37류의 물품은 제외한다]"
8525,라디오방송용이나텔레비전용송신기기(수신기기ㆍ음성기록기기ㆍ재생기기를갖춘것인지에상관없다)와텔레비전카메라ㆍ디지털카메라ㆍ비디오카메라레코더
8526,레이더기기ㆍ항행용무선기기ㆍ무선원격조절기기
8527,"라디오방송용수신기기(음성기록기기ㆍ재생기기,시계가동일한하우징내에결합된것인지에상관없다)"
8528,"텔레비전수신기기를갖추지않은모니터와프로젝터,텔레비전수신용기기(라디오방송용수신기기ㆍ음성이나영상의기록용기기나재생용기기를결합한것인지에상관없다)"
8529,부분품(제8525호부터제8528호까지에열거된물품에전용되거나주로사용되는것으로한정한다)
8530,철도용ㆍ궤도용ㆍ도로용ㆍ내륙수로용ㆍ주차장용ㆍ항만용ㆍ공항용전기식신호기기ㆍ안전기기ㆍ교통관제기기(제8608호의것은제외한다)
8531,"전기식음향이나시각신호용기기(예:벨ㆍ사이렌ㆍ표시반ㆍ도난경보기ㆍ화재경보기).다만,제8512호나제8530호의것은제외한다."
8532,축전기[고정식ㆍ가변식ㆍ조정식(프리세트)으로한정한다]
8533,"전기저항기[가감저항기(rheostat)와전위차계(potentiometer)를포함하며,전열용저항체는제외한다]"
8534,인쇄회로
8535,"전기회로의개폐용ㆍ보호용ㆍ접속용기기[예:개폐기ㆍ퓨즈ㆍ피뢰기ㆍ전압제한기ㆍ서지(surge)억제기ㆍ플러그와그밖의커넥터ㆍ접속함](전압이1,000볼트를초과하는것으로한정한다)"
8536,"전기회로의개폐용ㆍ보호용ㆍ접속용기기[예:개폐기ㆍ계전기ㆍ퓨즈ㆍ서지(surge)억제기ㆍ플러그ㆍ소켓ㆍ램프홀더와그밖의커넥터ㆍ접속함](전압이1,000볼트이하인것으로한정한다)와광섬유용ㆍ광섬유다발용ㆍ케이블용커넥터"
8537,"전기제어용이나배전용보드ㆍ패널ㆍ콘솔ㆍ책상ㆍ캐비닛과그밖의기반(基盤)(제8535호나제8536호의기기를두가지이상장착한것으로한정하고제90류의기기와수치제어기기와결합한것을포함하며,제8517호의교환기기는제외한다)"
8538,부분품(제8535호ㆍ제8536호ㆍ제8537호의기기에전용되거나주로사용되는것으로한정한다)
8539,"필라멘트램프나방전램프[실드빔램프유닛(sealedbeamlampunit)과자외선램프나적외선램프를포함한다],아크램프"
8540,열전자관ㆍ냉음극관ㆍ광전관[예:진공관ㆍ증기나가스를봉입한관ㆍ수은아크정류관ㆍ음극선관ㆍ텔레비전용촬상관(cameratube)]
8541,"다이오드ㆍ트랜지스터와이와유사한반도체디바이스,감광성반도체디바이스(광전지는모듈ㆍ패널에조립되었는지여부와관계없이포함한다),발광다이오드,장착된압전기결정소자"
8542,전자집적회로
8543,그밖의전기기기(이류에따로분류되지않은것으로서고유의기능을가진것으로한정한다)
8544,"절연(에나멜도포나산화피막처리를한것을포함한다)전선ㆍ케이블(동축케이블을포함한다)과그밖의전기절연도체(이것은접속자가부착된것인지에상관없다),광섬유케이블(섬유를개별피복하여만든것으로한정하며,전기도체나접속자가부착된것인지에상관없다)"
8545,"탄소전극ㆍ탄소브러시ㆍ램프용탄소ㆍ전지용탄소와그밖의흑연이나탄소제품(전기용으로한정하며,금속이함유된것인지에상관없다)"
8546,애자(어떤재료라도가능하다)
8547,"전기기기용으로서전부가절연재료로구성된절연용물품(나선가공소켓과같이단순히조립을위하여주조과정에서소량의금속이주입된것을포함하며,제8546호의애자는제외한다),비금속(卑金屬)으로만든전기용도관(導管)과그연결구류(절연재료로속을댄것으로한정한다)"
8548,"일차전지와축전지의웨이스트(waste)와스크랩(scrap),수명이끝난일차전지와축전지,기기의전기식부분품(이류에따로분류되지않은것으로한정한다)"
8607,철도용이나궤도용기관차나차량의부분품
8608,철도선로용  장치물과  기계식의  신호 .안전  또는  교통관제용의  기기
8609,콘테이너
8701,트랙터(제8709호의트랙터는제외한다)
8702,10인이상(운전자를포함한다)수송용자동차
8703,"주로사람을수송할수있도록설계된승용자동차와그밖의차량[제8702호의것은제외하며,스테이션왜건(stationwagon)과경주용자동차를포함한다]"
8704,화물자동차
8705,특수용도차량(주로사람이나화물수송용으로설계된것은제외한다)[예:구난차(breakdownlorry)ㆍ기중기차(cranelorry)ㆍ소방차ㆍ콘크리트믹서운반차ㆍ도로청소차ㆍ살포차ㆍ이동공작차ㆍ이동방사선차]
8706,엔진을  갖춘  샤시 (자동차용의  것 )
8707,"차체(운전실을포함하며,제8701호부터제8705호까지의자동차용으로한정한다)"
8708,부분품과부속품(제8701호부터제8705호까지의차량용으로한정한다)
8709,"공장ㆍ창고ㆍ부두ㆍ공항에서화물의단거리운반에사용하는형으로권양(捲揚)용이나하역용장비가결합되지않은자주식(自走式)작업차,철도역의플랫폼에서사용하는형의트랙터,이들의부분품"
8711,"모터사이클[모페드(moped)를포함한다]과보조모터를갖춘자전거[사이드카(side-car)를부착하였는지에상관없다],사이드카(side-car)"
8712,모터를  갖추지  않은  이륜자전거와  기타의  자전거
8713,신체장애인용차량(모터를갖추었는지또는기계구동식인지에상관없다)
8714,부분품과부속품(제8711호부터제8713호까지의차량의것으로한정한다)
8715,유모차와  그  부분품
8716,"트레일러와세미트레일러,기계구동식이아닌그밖의차량,이들의부분품"
8802,"그밖의항공기(예:헬리콥터ㆍ비행기),우주선(인공위성을포함한다),서보비틀(suborbital),우주선운반로켓"
8803,부분품(제8801호나제8802호의것으로한정한다)
8804,낙하산과  로토슈우트  및  이들의  부분품과  부속품
8805,"항공기발진장치,갑판착륙장치나이와유사한장치,지상비행훈련장치,이들의부분품"
8901,순항선ㆍ유람선ㆍ페리보트(ferry-boat)ㆍ화물선ㆍ부선(barge)과이와유사한선박(사람이나화물수송용으로한정한다)
8903,"요트,유람용이나운동용그밖의선박,노를젓는보트와카누"
8905,"조명선ㆍ소방선ㆍ준설선ㆍ기중기선과주로항해외의특수기능을가지는그밖의특수선박,부선거(艀船渠),물에뜨거나잠길수있는시추대나작업대"
8907,그밖의물에뜨는구조물[예:부교ㆍ탱크ㆍ코퍼댐(coffer-dam)ㆍ부잔교(landingstage)ㆍ부표ㆍ수로부표]
8908,선박과  기타의  물에  뜨는  구조물 (해체용의  것에한한다 )
9001,"광섬유와광섬유다발,제8544호의것외의광섬유케이블,편광재료(polarizingmaterial)로만든판,각종재료로만든렌즈(콘택트렌즈를포함한다),프리즘ㆍ반사경과그밖의광학용품으로서장착되지않은것(광학적으로가공하지않은유리로만든광학용품은제외한다)"
9002,"각종재료로만든렌즈ㆍ프리즘ㆍ반사경과그밖의광학용품(장착된것으로서기기의부분품으로사용하거나기기에부착하여사용하는것으로한정하며,광학적으로가공하지않은유리로만든것은제외한다)"
9003,"안경ㆍ고글이나이와유사한물품의테와장착구,이들의부분품"
9004,시력교정용ㆍ보호용이나그밖의용도의안경ㆍ고글과이와유사한물품
9005,"쌍안경ㆍ단안경ㆍ그밖의광학식망원경과이들의장착구,그밖의천체관측용기기와그장착구(전파관측용기기는제외한다)"
9006,"사진기(영화용은제외한다),사진용섬광기구와제8539호의방전램프외의섬광전구"
9007,영화용촬영기와영사기(음성의기록기기나재생기기를갖춘것인지에상관없다)
9008,투영기ㆍ사진확대기와사진축소기(영화용은제외한다)
9010,"사진(영화를포함한다)현상실용기기(이류에따로분류되지않은것으로한정한다),네가토스코프(negatoscope),영사용스크린"
9011,광학현미경(마이크로사진용ㆍ마이크로영화촬영용ㆍ마이크로영사용을포함한다)
9012,광학현미경외의현미경과회절기기(diffractionapparatus)
9013,"액정디바이스(다른호에서더구체적으로규정한물품을구성하는것은제외한다),레이저기기[레이저다이오드(laserdiode)는제외한다],그밖의광학기기(이류에따로분류되지않은것으로한정한다)"
9014,방향탐지용컴퍼스(compass)와그밖의항행용기기
9015,토지측량기기(사진측량용을포함한다)ㆍ수로측량기기ㆍ해양측량기기ㆍ수리계측기기ㆍ기상관측기기ㆍ지구물리학용기기[컴퍼스(compass)는제외한다]ㆍ거리측정기
9016,감량 50MG이내의  저울 (추의  유무를  불물 )
9017,"제도용구ㆍ설계용구ㆍ계산용구(예:제도기ㆍ축소확대기ㆍ분도기ㆍ제도세트ㆍ계산척ㆍ계산반),수지식길이측정용구[예:곧은자와줄자ㆍ마이크로미터ㆍ캘리퍼스(callipers)](이류에따로분류되지않은것으로한정한다)"
9018,내과용ㆍ외과용ㆍ치과용ㆍ수의용기기[신티그래픽(scintigraphic)식진단기기ㆍ그밖의전기식의료기기와시력검사기기를포함한다]
9019,"기계요법용기기,마사지용기기,심리학적적성검사용기기,오존흡입기ㆍ산소흡입기ㆍ에어로졸치료기ㆍ인공호흡기나그밖의치료용호흡기기"
9020,기타의  호흡용  기기와  가스마스크
9021,"정형외과용기기(목발ㆍ외과용벨트와탈장대를포함한다),골절치료용부목과그밖의골절치료구,인조인체부분,보청기,결함ㆍ불구를보정하기위하여착용하거나휴대하거나인체에삽입하는그밖의기기"
9022,엑스선이나알파선ㆍ베타선ㆍ감마선을사용하는기기(내과용ㆍ외과용ㆍ치과용ㆍ수의용인지에상관없으며방사선사진용이나방사선치료용기기ㆍ엑스선관과그밖의엑스선발생기ㆍ고압발생기ㆍ조절반ㆍ스크린ㆍ검사용이나치료용테이블ㆍ의자와이와유사한물품을포함한다)
9023,교육용 .전시용등  실물설명용에  적합한  기기와  모형
9024,재료(예:금속ㆍ목재ㆍ직물ㆍ종이ㆍ플라스틱)의경도ㆍ항장력ㆍ압축성ㆍ탄성이나그밖의기계적성질의시험용기기
9025,"액체비중계와이와유사한부력식측정기ㆍ온도계ㆍ고온계ㆍ기압계ㆍ습도계와건습습도계(이들을결합한것을포함하며,기록장치가있는지에상관없다)"
9026,"액체나기체의유량ㆍ액면ㆍ압력이나그밖의변량(變量)의측정용이나검사용기기(예:유량계ㆍ액면계ㆍ압력계ㆍ열측정계).다만,제9014호ㆍ제9015호ㆍ제9028호ㆍ제9032호의것은제외한다."
9027,"물리나화학분석용기기(예:편광계ㆍ굴절계ㆍ분광계ㆍ가스나매연분석기),점도ㆍ포로서티(porosity)ㆍ팽창ㆍ표면장력이나이와유사한것의측정용이나검사용기기,열ㆍ소리ㆍ빛의양의측정용이나검사용기기(노출계를포함한다),마이크로톰(microtome)"
9028,기체ㆍ액체ㆍ전기의적산(積算)용계기(그검정용계기를포함한다)
9029,"적산(積算)회전계ㆍ생산량계ㆍ택시미터ㆍ주행거리계ㆍ보수계와이와유사한계기,속도계와회전속도계(제9014호나제9015호의것은제외한다),스트로보스코프(stroboscope)"
9030,"오실로스코프(Oscilloscope)ㆍ스펙트럼분석기와그밖의전기적양의측정용이나검사용기기(제9028호의것은제외한다),알파선ㆍ베타선ㆍ감마선ㆍ엑스선ㆍ우주선이나그밖의전리선의검사용이나검출용기기"
9031,그밖의측정용이나검사용기기(이류에따로분류되지않은것으로한정한다)와윤곽투영기
9032,자동조절용이나자동제어용기기
9033,광학기기 .사진용기기 .영화용기기 .계측기기 .정밀기기의기타  부분품
9101,"손목시계ㆍ회중시계와그밖의휴대용시계(스톱워치를포함하며,케이스를귀금속으로만든것이나귀금속을입힌금속으로만든것으로한정한다)"
9102,손목시계ㆍ회중시계와그밖의휴대용시계(스톱워치를포함하되제9101호의것은제외한다)
9104,차량용 .항공기용 .우주선용 .선박용의  계기반클록  및유사한  클록
9105,그밖의클록(clock)
9106,시각을기록하는기기와시계의무브먼트(movement)나동기(同期)전동기를갖춘것으로서시간을측정ㆍ기록하거나알리는기기[예:타임레지스터(time-register)ㆍ타임레코더(time-recorder)]
9107,타임스위치 (클록  또는  워치  무브먼트  또는  동기전동기를  갖춘  것 )
9108,휴대용시계의무브먼트(movement)(완전한것으로서조립된것으로한정한다)
9109,클록무브먼트(clockmovement)(완전한것으로서조립된것으로한정한다)
9111,휴대용시계의케이스와그부분품
9113,휴대용시곗줄ㆍ휴대용시계밴드ㆍ휴대용시계팔찌와이들의부분품
9114,그밖의시계의부분품
9201,피아노(자동피아노를포함한다)ㆍ하프시코드(harpsichord)와그밖의건반이있는현악기
9202,그밖의현악기(예:기타ㆍ바이올린ㆍ하프)
9205,관악기(예:키보드파이프오르간ㆍ아코디언ㆍ클라리넷ㆍ트럼펫ㆍ백파이프)[페어그라운드오르간(fairgroundorgan)과메커니컬스트리트오르간(mechanicalstreetorgan)은제외한다]
9207,전기적으로음이발생하거나증폭되는악기(예:오르간ㆍ기타ㆍ아코디언)
9209,"악기의부분품(예:뮤지컬박스용메카니즘)과부속품(예:기계식악기용카드ㆍ디스크ㆍ롤),박절기(metronom)ㆍ소리굽쇠,각종조율관(調律管)"
9305,부분품과부속품(제9301호부터제9304호까지의것으로한정한다)
9401,의자(침대로겸용할수있는지에상관없으며제9402호의것은제외한다)와그부분품
9402,"내과용ㆍ외과용ㆍ치과용ㆍ수의용가구류(예:수술대ㆍ검사대ㆍ기계식장비를갖춘병원용침대ㆍ치과용의자),회전ㆍ뒤로젖힘ㆍ상하조절기능을갖춘이발용의자와이와유사한의자,이들의부분품"
9403,그밖의가구와그부분품
9404,"매트리스서포트(mattresssupport),침구와이와유사한물품[예:매트리스ㆍ이불ㆍ우모이불ㆍ쿠션ㆍ푸프(pouff)ㆍ베개]으로서스프링을부착한것이나각종재료를채우거나내부에끼워넣은것이나셀룰러고무나플라스틱으로만든것(피복하였는지에상관없다)"
9405,"램프ㆍ조명기구[서치라이트(searchlight)ㆍ스포트라이트(spotlight)와이들의부분품을포함하고,따로분류되지않은것으로한정한다],조명용사인ㆍ조명용네임플레이트(name-plate)와이와유사한물품(광원이고정되어있는것으로한정한다),이들의부분품(따로분류되지않은것으로한정한다)"
9406,조립식  건물
9503,기타의  완구 .축소모형과  이와  유사한  오락용  모형 (작동하는것인지  여부  불문 )및  각종의  퍼즐
9504,비디오게임콘솔과비디오게임기ㆍ오락용구ㆍ테이블게임용구나실내게임용구(핀테이블용구ㆍ당구용구ㆍ카지노게임용특수테이블ㆍ자동식볼링장용구를포함한다)
9505,축제용품ㆍ카니발용품이나 그 밖의 오락용품[마술용품과 기술(奇術)용품을 포함한다]
9506,"일반적으로육체적운동ㆍ체조ㆍ육상ㆍ그밖의운동에사용하는물품(탁구용품을포함한다),옥외게임용품(이류에따로분류되지않은것으로한정한다),수영장용품과패들링풀(paddlingpool)용품"
9507,"낚싯대ㆍ낚싯바늘과그밖의낚시용구,낚시용망ㆍ포충망(捕蟲網)과이와유사한망,조류유인용구(제9208호나제9705호의것은제외한다)와이와유사한수렵용구"
9508,회전목마ㆍ그네ㆍ실내사격연습장용품과그밖의놀이공원용품과순회서커스ㆍ순회동물원ㆍ순회극장용품
9601,가공한아이보리(ivory)ㆍ뼈ㆍ귀갑(龜甲)ㆍ뿔ㆍ가지진뿔ㆍ산호ㆍ자개ㆍ그밖의동물성조각용재료와그제품(성형품을포함한다)
9602,"가공한  식물성 .광물성의  조각용  재료  및  그  제품 ,성형품 .조각품"
9603,"비ㆍ브러시(기계ㆍ기구ㆍ차량등의부분품을구성하는브러시를포함한다)ㆍ모터를갖추지않은기계식바닥청소기(수동식으로한정한다)ㆍ모프(mop)ㆍ깃먼지털이,비나브러시의제조용으로묶었거나술(tuft)의모양으로정돈한물품,페인트용패드ㆍ롤러ㆍ스퀴지(squeegee)[롤러스퀴지(rollersqueegee)는제외한다]"
9604,수동식의  체  및  어레미
9605,개인용의  여행세트 (화장용 .바느질용 .신발  또는  의류  청소용의  것 )
9606,"단추ㆍ프레스파스너(press-fastener)ㆍ스냅파스너(snapfastener)ㆍ프레스스터드(press-stud)ㆍ단추의몰드(mould)와이들의부분품,단추블랭크(blank)"
9607,슬라이드파스너(slidefastener)와그부분품
9608,"볼펜,팁(tip)이펠트로된것과그밖의포러스팁(porous-tip)으로된펜과마커,만년필ㆍ철필(鐵筆)형만년필(stylographpen)과그밖의펜,복사용철필(鐵筆),프로펠링펜슬(propellingpencil)이나슬라이딩펜슬(slidingpencil),펜홀더ㆍ펜슬홀더와이와유사한홀더,이들의부분품[캡과클립(clip)을포함하며제9609호의것은제외한다]"
9609,연필(제9608호의펜슬은제외한다)ㆍ크레용ㆍ연필심ㆍ파스텔ㆍ도화용목탄ㆍ필기용이나도화용초크와재단사용초크
9610,석판과  보오드 (필기용 .도화용의  면을  갖춘  것 )
9611,일부인 .봉합용  스탬프 .넘버링  스탬프  및  유사물품 (수동식의  것 )
9612,"타자기용리본이나이와유사한리본(잉크가침투되어있거나인쇄에사용할수있는상태인것을포함하며,스풀에감긴것이거나카트리지모양인지에상관없다)과잉크패드(잉크가침투되어있는지또는상자들이의것인지에상관없다)"
9613,흡연용라이터와그밖의라이터(기계식이나전기식인지에상관없다)와이들의부분품(라이터돌과심지는제외한다)
9615,빗ㆍ헤어슬라이드(hair-slide)와이와유사한물품ㆍ머리핀ㆍ컬링핀(curlingpin)ㆍ컬링그립(curlinggrip)ㆍ헤어컬러(haircurler)와이와유사한물품(제8516호에해당하는물품은제외한다)과이들의부분품
9616,"향수용분무기와이와유사한화장용분무기,이들의마운트(mount)와두부(頭部),화장용분첩과패드"
9617,보온병과  기타의  진공용기 (케이스  갖춘  것 )및  그부분품
9618,"마네킨인형 .기타  모델용  인형 ,자동인형과  기타  움직이는  전시용품"
9619,"위생타월(패드)ㆍ탐폰(tampon),유아용냅킨ㆍ냅킨라이너(napkinliner)와이와유사한물품(어떤재질이라도가능하다)"
9620,일각대ㆍ양각대ㆍ삼각대와 이와 유사한 물품
9701,"회화ㆍ데생ㆍ파스텔(손으로직접그린것으로한정하며,제4906호의도안과손으로그렸거나장식한가공품은제외한다),콜라주(collage)와이와유사한장식판"
9702,오리지날  판화 .인쇄화와  석판화
9703,오리지날  조각과  조상 (재료의  종류는  불문 )